name,address,average_rating,number_of_reviews,place_in_rating,award_text,years_text,distance_from,photo1,photo2,photo3,photo4,curl,f1,f2,f3,start,end,coords
Бар Pinch,"Россия, Санкт-Петербург, улица Белинского, 5","4,0 ",139 отзывов,№ 260 из 2 914 – Европейская – Санкт-Петербург,Сертификат качества,Победитель 2018 - 2019 года,"0,6 км от: Аничков мост","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tripadvisor.ru/Restaurant_Review-g298507-d10521357-Reviews-Pinch_Bar-St_Petersburg_Northwestern_District.html,"ТИП КУХНИ: Европейская, Испанская","СПЕЦИАЛИЗИРОВАННОЕ МЕНЮ: Подходит для вегетарианцев, Для веганов","ВРЕМЯ ПРИЕМА ПИЩИ: Обед, Ужин, Бранч",14:00,01:00,"(30.345818, 59.938072)"
Mr. Rowdy & Co,"Россия, Санкт-Петербург, улица Рубинштейна, 27","5,0 ",37 отзывов,№ 25 из 410 – Американская – Санкт-Петербург,,,,,,,,https://www.tripadvisor.ru/Restaurant_Review-g298507-d14109457-Reviews-Mr_Rowdy_Co-St_Petersburg_Northwestern_District.html,ДИАПАЗОН ЦЕН: 130 руб - 450 руб,"ТИП КУХНИ: Американская, Уличная еда","УСЛУГИ: Места для сидения, Подают алкоголь, Принимаются кредитные карты, Обслуживание посетителей за столиками",15:00,03:00,"(30.342593, 59.927175)"
Redrum,"Россия, Санкт-Петербург, Центральный район, улица Некрасова, 26","4,5 ",121 отзыв,№ 80 из 677 – Бар – Санкт-Петербург,Сертификат качества,Победитель 2016 - 2018 года,,,,,,https://www.tripadvisor.ru/Restaurant_Review-g298507-d7644389-Reviews-Redrum-St_Petersburg_Northwestern_District.html,"ТИП КУХНИ: Паб, Гастропаб, Бар",ВРЕМЯ ПРИЕМА ПИЩИ: Напитки,"УСЛУГИ: Места для сидения, Принимаются карты Mastercard, Принимаются карты Visa, Бесплатный Wi-Fi, Подают алкоголь, Принимаются кредитные карты",16:00,01:00,"(30.357092, 59.938987)"
Эл Копитас,"Россия, Санкт-Петербург, Колокольная улица, 2/18","4,5 ",109 отзывов,№ 12 из 70 – Мексиканская – Санкт-Петербург,Сертификат качества,Победитель 2017 - 2018 года,,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tripadvisor.ru/Restaurant_Review-g298507-d8346283-Reviews-El_Copitas-St_Petersburg_Northwestern_District.html,ТИП КУХНИ: Мексиканская,СПЕЦИАЛИЗИРОВАННОЕ МЕНЮ: Подходит для вегетарианцев,"УСЛУГИ: Бронирование, Подают алкоголь, Обслуживание посетителей за столиками, Места для сидения, Бар",,,"(30.348755, 59.929033)"
ART LAB MEDOVARUS,"Россия, Санкт-Петербург, Мучной переулок, 5","5,0 ",22 отзыва,№ 42 из 410 – Американская – Санкт-Петербург,,,,,,,,https://www.tripadvisor.ru/Restaurant_Review-g298507-d15816700-Reviews-Art_Lab_Medovarus-St_Petersburg_Northwestern_District.html,ДИАПАЗОН ЦЕН: 150 руб - 1 500 руб,"ТИП КУХНИ: Американская, Европейская, Русская","ВРЕМЯ ПРИЕМА ПИЩИ: Обед, Ужин, Открыто допоздна, Напитки",13:00,01:00,"(30.322399, 59.930011)"
Punk Brew,"Россия, Санкт-Петербург, улица Рубинштейна, 9","4,0 ",164 отзыва,№ 133 из 677 – Бар – Санкт-Петербург,Сертификат качества,Победитель 2017 - 2018 года,,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tripadvisor.ru/Restaurant_Review-g298507-d9580274-Reviews-Punk_Brew-St_Petersburg_Northwestern_District.html,"ТИП КУХНИ: Бар, Европейская, Центральноевропейская, Паб","СПЕЦИАЛИЗИРОВАННОЕ МЕНЮ: Подходит для вегетарианцев, Для веганов","ВРЕМЯ ПРИЕМА ПИЩИ: Обед, Ужин",00:00,03:00,"(30.34447, 59.930327)"
Пиворама,"Россия, Санкт-Петербург, проспект Просвещения, 19","4,0 ",104 отзыва,№ 57 из 497 – Японская – Санкт-Петербург,Сертификат качества,Победитель 2017 - 2019 года,,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tripadvisor.ru/Restaurant_Review-g298507-d6119503-Reviews-Pivorama-St_Petersburg_Northwestern_District.html,"ТИП КУХНИ: Бар, Японская, Европейская, Ближневосточная, Русская, Восточноевропейская",СПЕЦИАЛИЗИРОВАННОЕ МЕНЮ: Подходит для вегетарианцев,"ВРЕМЯ ПРИЕМА ПИЩИ: Обед, Ужин, Бранч",00:30,00:00,"(30.331193, 60.052703)"
НЕКАНОН,"Россия, Санкт-Петербург, Лиговский проспект, 50Ф","5,0 ",31 отзыв,№ 465 из 6 851 – Рестораны – Санкт-Петербург,,,,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tripadvisor.ru/Restaurant_Review-g298507-d15710497-Reviews-NEKANON-St_Petersburg_Northwestern_District.html,"ТИП КУХНИ: Бар, Фастфуд, Паб, Американская, Европейская","ВРЕМЯ ПРИЕМА ПИЩИ: Обед, Ужин, Открыто допоздна, Напитки","УСЛУГИ: Подарочные карты, Бронирование, Места для сидения, Подают алкоголь",11:00,21:00,"(30.361152, 59.925101)"
Fillin' Good,"Россия, Санкт-Петербург, улица Жуковского, 28","4,5 ",22 отзыва,№ 147 из 677 – Бар – Санкт-Петербург,,,,,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tripadvisor.ru/Restaurant_Review-g298507-d14944385-Reviews-Fillin_Good-St_Petersburg_Northwestern_District.html,ДИАПАЗОН ЦЕН: 190 руб - 580 руб,"ТИП КУХНИ: Бар, Европейская, Гриль, Гастропаб, Паб","ВРЕМЯ ПРИЕМА ПИЩИ: Ужин, Обед, Бранч",15:00,00:00,"(30.359697, 59.936039)"
"Бар ""Дружба""","Россия, Санкт-Петербург, Звёздная улица, 2","4,0 ",44 отзыва,№ 67 из 410 – Американская – Санкт-Петербург,,,,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tripadvisor.ru/Restaurant_Review-g298507-d8819239-Reviews-Gastrobar_Druzhba-St_Petersburg_Northwestern_District.html,ДИАПАЗОН ЦЕН: 15 руб - 880 руб,"ТИП КУХНИ: Американская, Бар, Европейская, Паб","ВРЕМЯ ПРИЕМА ПИЩИ: Обед, Ужин, Открыто допоздна, Напитки",00:00,23:45,"(30.344677, 59.832118)"
Лет Ит Бар,"Россия, Санкт-Петербург, набережная реки Фонтанки, 9","4,5 ",42 отзыва,№ 151 из 677 – Бар – Санкт-Петербург,,,"0,4 км от: Аничков мост","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tripadvisor.ru/Restaurant_Review-g298507-d7695405-Reviews-LET_IT_BAR-St_Petersburg_Northwestern_District.html,ДИАПАЗОН ЦЕН: 7 555 руб - 40 522 руб,"ТИП КУХНИ: Паб, Бар, Кафе, Европейская, Гастропаб, Русская","ВРЕМЯ ПРИЕМА ПИЩИ: Обед, Ужин, Открыто допоздна",13:00,01:00,"(30.342692, 59.93708)"
Бельгийская брассерия Палм,"Россия, Санкт-Петербург, Большая Конюшенная улица, 29","4,5 ",339 отзывов,№ 13 из 51 – Бельгийская – Санкт-Петербург,,,"0,3 км от: Каза́нский кафедра́льный собо́р",,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tripadvisor.ru/Restaurant_Review-g298507-d7236902-Reviews-Belgian_Brasserie_Palm-St_Petersburg_Northwestern_District.html,ДИАПАЗОН ЦЕН: 160 руб - 1 000 руб,"ТИП КУХНИ: Бельгийская, Бар, Европейская, Гастропаб","СПЕЦИАЛИЗИРОВАННОЕ МЕНЮ: Подходит для вегетарианцев, Для веганов, Безглютеновые блюда",00:00,00:00,"(30.322066, 59.936562)"
Barking Raccoon,"Россия, Санкт-Петербург, набережная реки Фонтанки, 59","4,5 ",22 отзыва,№ 7 из 28 – Паб с пивоварней – Санкт-Петербург,,,,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tripadvisor.ru/Restaurant_Review-g298507-d10461844-Reviews-Barking_Raccoon-St_Petersburg_Northwestern_District.html,ДИАПАЗОН ЦЕН: 150 руб - 400 руб,"ТИП КУХНИ: Паб с пивоварней, Паб, Европейская","ВРЕМЯ ПРИЕМА ПИЩИ: Обед, Ужин, Открыто допоздна, Напитки",,,"(30.332271, 59.927757)"
Сайгон,"Россия, Санкт-Петербург, улица Рубинштейна, 1/43","4,5 ",41 отзыв,№ 178 из 677 – Бар – Санкт-Петербург,,,,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tripadvisor.ru/Restaurant_Review-g298507-d8274268-Reviews-Saigon-St_Petersburg_Northwestern_District.html,ДИАПАЗОН ЦЕН: 20 604 руб - 54 945 руб,ТИП КУХНИ: Бар,"ВРЕМЯ ПРИЕМА ПИЩИ: Открыто допоздна, Напитки",11:00,08:00,"(30.345683, 59.932441)"
Пурга,"Россия, Санкт-Петербург, набережная реки Фонтанки, 11","4,0 ",71 отзыв,№ 197 из 677 – Бар – Санкт-Петербург,,,"0,4 км от: Аничков мост",,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tripadvisor.ru/Restaurant_Review-g298507-d3771167-Reviews-Purga-St_Petersburg_Northwestern_District.html,"ТИП КУХНИ: Европейская, Бар",СПЕЦИАЛИЗИРОВАННОЕ МЕНЮ: Подходит для вегетарианцев,"ВРЕМЯ ПРИЕМА ПИЩИ: Ужин, Открыто допоздна, Напитки",16:00,05:45,"(30.342782, 59.936792)"
Рюмочная на Боровой,"Россия, Санкт-Петербург, Боровая улица, 6","5,0 ",12 отзывов,№ 50 из 239 – Международная – Санкт-Петербург,,,,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tripadvisor.ru/Restaurant_Review-g298507-d15038535-Reviews-Ryumochnaya_na_Borovoi-St_Petersburg_Northwestern_District.html,ДИАПАЗОН ЦЕН: 50 руб - 200 руб,"ТИП КУХНИ: Закусочная, Русская, Международная, Паб, Гастропаб","ВРЕМЯ ПРИЕМА ПИЩИ: Обед, Ужин, Бранч, Открыто допоздна, Напитки",00:00,23:45,"(30.348684, 59.921958)"
Ягер рестопаб,"Россия, Санкт-Петербург, Невский проспект, 84-86","4,5 ",171 отзыв,№ 14 из 58 – Немецкая – Санкт-Петербург,,,"0,2 км от: Невский проспект","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tripadvisor.ru/Restaurant_Review-g298507-d10021776-Reviews-Jager_restopub-St_Petersburg_Northwestern_District.html,ДИАПАЗОН ЦЕН: 148 руб - 890 руб,"ТИП КУХНИ: Немецкая, Паб, Бар, Центральноевропейская",СПЕЦИАЛИЗИРОВАННОЕ МЕНЮ: Подходит для вегетарианцев,11:30,01:00,"(30.350498, 59.932644)"
Jazz Bar 48 Chairs,"Россия, Санкт-Петербург, Большая Конюшенная улица, 2","4,0 ",32 отзыва,№ 403 из 1 895 – Русская – Санкт-Петербург,,,"0,3 км от: Храм Спаса на Крови",,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tripadvisor.ru/Restaurant_Review-g298507-d11797990-Reviews-Jazz_Bar_48_Chairs-St_Petersburg_Northwestern_District.html,ТИП КУХНИ: Русская,ВРЕМЯ ПРИЕМА ПИЩИ: Ужин,"УСЛУГИ: Бронирование, Места для сидения, Подают алкоголь, Обслуживание посетителей за столиками, Живая музыка, Джаз-бар",,,"(30.324447, 59.939555)"
Warszawa Bar,"Россия, Санкт-Петербург, Адмиралтейский район, Казанская улица, 11","4,5 ",27 отзывов,№ 227 из 677 – Бар – Санкт-Петербург,,,"0,4 км от: Каза́нский кафедра́льный собо́р","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tripadvisor.ru/Restaurant_Review-g298507-d3768670-Reviews-Warszawa_Bar-St_Petersburg_Northwestern_District.html,ДИАПАЗОН ЦЕН: 100 руб - 500 руб,"ТИП КУХНИ: Бар, Паб","ВРЕМЯ ПРИЕМА ПИЩИ: Открыто допоздна, Напитки",16:00,01:30,"(30.320018, 59.931436)"
"Мама, Я Не Пил","Россия, Санкт-Петербург, улица Пестеля, 21","5,0 ",12 отзывов,№ 237 из 677 – Бар – Санкт-Петербург,,,"0,5 км от: Памятник Чижику-Пыжику","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tripadvisor.ru/Restaurant_Review-g298507-d12273049-Reviews-Mama_Ya_Ne_Pil-St_Petersburg_Northwestern_District.html,ДИАПАЗОН ЦЕН: 200 руб - 350 руб,"ТИП КУХНИ: Бар, Паб","УСЛУГИ: Принимаются карты Mastercard, Принимаются карты Visa",,,"(30.346438, 59.942588)"
TeslaBar,"Россия, Санкт-Петербург, улица Рубинштейна, 30","3,5 ",103 отзыва,№ 239 из 677 – Бар – Санкт-Петербург,Сертификат качества,Победитель 2018 года,,,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tripadvisor.ru/Restaurant_Review-g298507-d7785744-Reviews-TeslaBar-St_Petersburg_Northwestern_District.html,"ТИП КУХНИ: Бар, Европейская, Гастропаб, Паб","ВРЕМЯ ПРИЕМА ПИЩИ: Ужин, Открыто допоздна, Напитки","УСЛУГИ: Бронирование, Места для сидения, Подают алкоголь, Бар, Обслуживание посетителей за столиками",,,"(30.344192, 59.928668)"
Big Wine Freaks,"Россия, Санкт-Петербург, Инструментальная улица, 3","4,0 ",61 отзыв,№ 783 из 2 914 – Европейская – Санкт-Петербург,,,,,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tripadvisor.ru/Restaurant_Review-g298507-d8004693-Reviews-Big_Wine_Freaks-St_Petersburg_Northwestern_District.html,"ТИП КУХНИ: Европейская, Винный бар","ВРЕМЯ ПРИЕМА ПИЩИ: Открыто допоздна, Напитки","УСЛУГИ: Бронирование, Места для сидения, Подают алкоголь, Обслуживание посетителей за столиками",,,"(30.32186, 59.975297)"
Tangiers Lounge,"Россия, Санкт-Петербург, улица Гастелло, 22Б","5,0 ",9 отзывов,№ 822 из 2 914 – Европейская – Санкт-Петербург,,,,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tripadvisor.ru/Restaurant_Review-g298507-d14051748-Reviews-Tangiers_Lounge-St_Petersburg_Northwestern_District.html,ДИАПАЗОН ЦЕН: 900 руб - 1 500 руб,ТИП КУХНИ: Европейская,"ВРЕМЯ ПРИЕМА ПИЩИ: Обед, Ужин, Бранч, Открыто допоздна, Напитки",13:00,01:00,"(30.327906, 59.858796)"
The Playground,"Россия, Санкт-Петербург, Центральный район, улица Ломоносова, 1","5,0 ",10 отзывов,№ 118 из 497 – Японская – Санкт-Петербург,,,,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tripadvisor.ru/Restaurant_Review-g298507-d10392889-Reviews-The_Playground-St_Petersburg_Northwestern_District.html,ДИАПАЗОН ЦЕН: 200 руб - 800 руб,"ТИП КУХНИ: Японская, Европейская","УСЛУГИ: Места для сидения, Бронирование",,,"(30.326774, 59.932315)"
Санни Джорджиа,"Россия, Санкт-Петербург, Туристская улица, 22","4,5 ",14 отзывов,№ 270 из 677 – Бар – Санкт-Петербург,,,,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tripadvisor.ru/Restaurant_Review-g298507-d8376965-Reviews-Sunny_Georgia-St_Petersburg_Northwestern_District.html,ТИП КУХНИ: Бар,"ВРЕМЯ ПРИЕМА ПИЩИ: Обед, Ужин",,11:00,00:00,"(30.20737, 59.999125)"
Pub Black Beer,"Россия, Санкт-Петербург, проспект Стачек, 55","4,0 ",28 отзывов,№ 223 из 640 – Паб – Санкт-Петербург,,,,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tripadvisor.ru/Restaurant_Review-g298507-d7605715-Reviews-Pub_Black_Beer-St_Petersburg_Northwestern_District.html,ДИАПАЗОН ЦЕН: 687 руб - 2 404 руб,ТИП КУХНИ: Паб,"ВРЕМЯ ПРИЕМА ПИЩИ: Ужин, Напитки, Открыто допоздна, Обед, Бранч",00:00,23:59,"(30.257442, 59.877226)"
Бир Хаус,"Россия, Санкт-Петербург, улица Марата, 2/73-75","4,0 ",33 отзыва,№ 218 из 668 – Итальянская – Санкт-Петербург,,,,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tripadvisor.ru/Restaurant_Review-g298507-d10053677-Reviews-Beer_House-St_Petersburg_Northwestern_District.html,ДИАПАЗОН ЦЕН: 800 руб - 2 000 руб,"ТИП КУХНИ: Итальянская, Немецкая, Русская","ВРЕМЯ ПРИЕМА ПИЩИ: Открыто допоздна, Обед, Ужин",00:00,06:00,"(30.355816, 59.931242)"
HI SO TERRACE,"Россия, Санкт-Петербург, Вознесенский проспект, 6","4,0 ",20 отзывов,№ 1 683 из 6 851 – Рестораны – Санкт-Петербург,,,"0,2 км от: Музейный комплекс ""Государственный музей-памятник ""","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tripadvisor.ru/Restaurant_Review-g298507-d14803068-Reviews-HI_SO_TERRACE-St_Petersburg_Northwestern_District.html,СПЕЦИАЛИЗИРОВАННОЕ МЕНЮ: Подходит для вегетарианцев,ВРЕМЯ ПРИЕМА ПИЩИ: Ужин,"УСЛУГИ: Места для сидения, Принимаются кредитные карты, Обслуживание посетителей за столиками, Бронирование",,,"(30.308897, 59.934934)"
Пирс 8/4,"Россия, Санкт-Петербург, 8-я Советская улица, 4","4,5 ",17 отзывов,№ 1 414 из 6 851 – Рестораны – Санкт-Петербург,,,,,,,,https://www.tripadvisor.ru/Restaurant_Review-g298507-d8348724-Reviews-Pirs-St_Petersburg_Northwestern_District.html,ТИП КУХНИ: Бар,ВРЕМЯ ПРИЕМА ПИЩИ: Ужин,УСЛУГИ: Еда на вынос,,,"(30.370414, 59.938018)"
Вместе,"Россия, Санкт-Петербург, Ленинский проспект, 119","3,5 ",65 отзывов,№ 326 из 677 – Бар – Санкт-Петербург,,,,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tripadvisor.ru/Restaurant_Review-g298507-d8542090-Reviews-Vmeste-St_Petersburg_Northwestern_District.html,ДИАПАЗОН ЦЕН: 17 170 руб - 47 390 руб,"ТИП КУХНИ: Бар, Европейская, Русская",СПЕЦИАЛИЗИРОВАННОЕ МЕНЮ: Для веганов,11:00,23:00,"(30.257343, 59.851245)"
